,name ,rating ,cuisine,price,location,longitude,latitude ,time_table,place_tags,contact
https://www.google.com/maps/place/Deen+Restaurant+Indian+Muslim+Food/data=!4m7!3m6!1s0x31da192e44554a6f:0x85280aed939928c7!8m2!3d1.2769999!4d103.8389426!16s%2Fg%2F11rnjytgj4!19sChIJb0pVRC4Z2jERxyiZk-0KKIU?authuser=0&hl=en&rclk=1,Deen Restaurant Indian Muslim Food,4.4,Indian,$,"7 Everton Park, Block 7, Singapore 080007",103.8389426,1.2769998999999999,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
8:30 AM–9:30 PM
8:30 AM–9:30 PM
8:30 AM–9:30 PM
8:30 AM–9:30 PM
8:30 AM–9:30 PM
8:30 AM–9:30 PM
8:30 AM–9:30 PM","Takeaway
Dine-in
Coffee
Small plates
Breakfast
Lunch
Dinner
Casual
Groups
Good for kids",--
https://www.google.com/maps/place/House+of+Peranakan+Petit/data=!4m7!3m6!1s0x31da1970b85a1f25:0x240b9fec26c0e9f1!8m2!3d1.283767!4d103.8343799!16s%2Fg%2F11b7gph943!19sChIJJR9auHAZ2jER8enAJuyfCyQ?authuser=0&hl=en&rclk=1,House of Peranakan Petit,4.2,Nyonya,$$,"42 Eng Hoon St, Estate 169785",103.8343799,1.2837669999999999,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
12–3 PM
6–10 PM
12–3 PM
6–10 PM
12–3 PM
6–10 PM
12–3 PM
6–10 PM
12–3 PM
6–10 PM
Closed
12–3 PM
6–10 PM","No-contact delivery
Delivery
Takeaway
Dine-in
Alcohol
Beer
Coffee
Small plates
Spirits
Vegetarian options
Wine
Lunch
Dinner
Dessert
Seating
Toilets
Casual
Cosy
Family friendly
Groups
Accepts reservations
Credit cards
NFC mobile payments
Credit cards",+65 6222 1719
https://www.google.com/maps/place/Angie%27s+Oyster+Bar+%26+Grill/data=!4m7!3m6!1s0x31da19094a5c9145:0x6f016bac24d9b5f4!8m2!3d1.2871692!4d103.8346657!16s%2Fg%2F11b7y9m9hs!19sChIJRZFcSgkZ2jER9LXZJKxrAW8?authuser=0&hl=en&rclk=1,Angie's Oyster Bar & Grill,4.2,,,"313 Outram Rd, #02-01 Tan Boon Liat Building, Singapore 169073",103.8346657,1.2871692,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
12–2:30 PM
5–11 PM
12–2:30 PM
5 PM–12 AM
10:30 AM–3:30 PM
5:30 PM–12 AM
10:30 AM–3:30 PM
5:30–11 PM
5–11 PM
5–11 PM
12–2:30 PM
5–11 PM","Outdoor seating
Delivery
Takeaway
Dine-in
Rooftop seating
Alcohol
Beer
Cocktails
Coffee
Happy-hour drinks
Happy-hour food
Small plates
Spirits
Vegetarian options
Wine
Brunch
Lunch
Dinner
Dessert
Seating
Bar on site
Toilets
Casual
Cosy
Groups
Accepts reservations
Credit cards
Debit cards
NFC mobile payments
Credit cards
High chairs
Paid parking lot
Parking",+65 6221 9555
https://www.google.com/maps/place/Torio+Japanese+Restaurant/data=!4m7!3m6!1s0x31da19adc98ddc47:0xa14ac29f8775c725!8m2!3d1.2853433!4d103.83395!16s%2Fg%2F11gxm89v3y!19sChIJR9yNya0Z2jERJcd1h5_CSqE?authuser=0&hl=en&rclk=1,Torio Japanese Restaurant,4.4,Japanese,$$$,"50 Tiong Bahru Rd, #01-01 Link Hotel, Singapore 168733",103.83395,1.2853433,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
11:45 AM–2:30 PM
6–10 PM
11:45 AM–2:30 PM
6–10 PM
11:45 AM–2:30 PM
6–10 PM
11:45 AM–2:30 PM
6–10 PM
Closed
11:45 AM–2:30 PM
6–10 PM
11:45 AM–2:30 PM
6–10 PM","Kerbside pickup
Delivery
Takeaway
Dine-in
Alcohol
Beer
Small plates
Spirits
Wine
Lunch
Dinner
Dessert
Seating
Toilets
Wi-Fi
Wi-Fi
Cosy
Family friendly
Groups
Accepts reservations
Credit cards
Debit cards
NFC mobile payments
Credit cards
Good for kids
High chairs
Parking",+65 6514 0115
https://www.google.com/maps/place/Thirty9/data=!4m7!3m6!1s0x31da19ffb5924bb3:0x1975bf0a63ec50da!8m2!3d1.2784988!4d103.8427483!16s%2Fg%2F11jz756ckz!19sChIJs0uStf8Z2jER2lDsYwq_dRk?authuser=0&hl=en&rclk=1,Thirty9,4.7,Italian,,"39 Duxton Hill, Singapore 089617",103.8427483,1.2784988,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
12–2:30 PM
5–11 PM
12–2:30 PM
5–11 PM
12–2:30 PM
5–11 PM
Closed
12–2:30 PM
5–11 PM
12–2:30 PM
5–11 PM
12–2:30 PM
5–11 PM","Outdoor seating
No-contact delivery
Delivery
Takeaway
Dine-in
Wheelchair-accessible entrance
Assistive hearing loop
Wheelchair-accessible car park
Wheelchair-accessible seating
Wheelchair-accessible toilet
Alcohol
Beer
Cocktails
Coffee
Happy-hour drinks
Late-night food
Spirits
Vegetarian options
Wine
Lunch
Dinner
Dessert
Seating
Bar on site
Gender-neutral toilets
Toilets
Wi-Fi
Wi-Fi
Cosy
Family friendly
Groups
Accepts reservations
Credit cards
Debit cards
NFC mobile payments
Credit cards
Good for kids
High chairs
Paid parking lot
Parking",+65 6717 3939
https://www.google.com/maps/place/Sawasdee+Thai+Restaurant/data=!4m7!3m6!1s0x31da1972d89b4857:0xe52973354f3498fd!8m2!3d1.2832653!4d103.8442614!16s%2Fg%2F1tdwh0dg!19sChIJV0ib2HIZ2jER_Zg0TzVzKeU?authuser=0&hl=en&rclk=1,Sawasdee Thai Restaurant,4.3,Thai,$$,"6 Trengganu St, Singapore 058460",103.8442614,1.2832652999999996,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
11 AM–10:30 PM
11 AM–10:30 PM
11 AM–10:30 PM
11 AM–10:30 PM
11 AM–10:30 PM
11 AM–10:30 PM
11 AM–10:30 PM","Identifies as women-owned
Outdoor seating
Takeaway
Dine-in
Wheelchair-accessible entrance
Wheelchair-accessible seating
Alcohol
Beer
Cocktails
Late-night food
Small plates
Spirits
Vegan options
Vegetarian options
Wine
Brunch
Lunch
Dinner
Catering
Dessert
Seating
Gender-neutral toilets
Toilets
Wi-Fi
Wi-Fi
Casual
Family friendly
Groups
Accepts reservations
Credit cards
Debit cards
NFC mobile payments
Credit cards
Good for kids
Kids' menu",+65 6327 1733
https://www.google.com/maps/place/Restaurant+Euphoria/data=!4m7!3m6!1s0x31da1927e09ed6f7:0xc8722006f054d784!8m2!3d1.2774708!4d103.8441306!16s%2Fg%2F11lgrqsz_0!19sChIJ99ae4CcZ2jERhNdU8AYgcsg?authuser=0&hl=en&rclk=1,Restaurant Euphoria,4.4,,$$$,"76 Tras St, Singapore 079015",103.8441306,1.2774708,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
12–2:30 PM
6:30–11 PM
12–2:30 PM
6:30–11 PM
12–2:30 PM
6:30–11 PM
Closed
Closed
6:30–11 PM
12–2:30 PM
6:30–11 PM","Delivery
Dine-in
Great cocktails
Alcohol
Beer
Cocktails
Coffee
Spirits
Wine
Lunch
Dinner
Dessert
Toilets
Cosy
Groups
Reservations required
Accepts reservations
Credit cards
Debit cards
NFC mobile payments
Credit cards
Good for kids",--
https://www.google.com/maps/place/Lucca%27s+Trattoria/data=!4m7!3m6!1s0x31da199efbefaacb:0x63ee4ff2faf8dd9d!8m2!3d1.2851118!4d103.8336154!16s%2Fg%2F11cjhbvgb5!19sChIJy6rv-54Z2jERnd34-vJP7mM?authuser=0&hl=en&rclk=1,Lucca's Trattoria,4.4,Italian,,"77 Tiong Bahru Rd, Singapore 168727",103.8336154,1.2851117999999997,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
12–11 PM
12–11 PM
11:30 AM–11 PM
10:30 AM–9:30 PM
12–11 PM
12–11 PM
12–11 PM","Outdoor seating
Delivery
Takeaway
Dine-in
Wheelchair-accessible car park
Wheelchair-accessible entrance
Wheelchair-accessible seating
Alcohol
Beer
Cocktails
Coffee
Happy-hour drinks
Small plates
Spirits
Vegetarian options
Wine
Lunch
Dinner
Catering
Dessert
Seating
Bar on site
Toilets
Wi-Fi
Wi-Fi
Casual
Cosy
Family friendly
Groups
Accepts reservations
Credit cards
Debit cards
NFC mobile payments
Credit cards
Good for kids
High chairs
Paid parking lot
Parking",+65 6223 2301
https://www.google.com/maps/place/Ah+Orh+Seafood+Restaurant/data=!4m7!3m6!1s0x31da197c91250c41:0x57d5c71193c30086!8m2!3d1.2811564!4d103.8264693!16s%2Fg%2F1tg4yyg4!19sChIJQQwlkXwZ2jERhgDDkxHH1Vc?authuser=0&hl=en&rclk=1,Ah Orh Seafood Restaurant,3.9,Chinese,$$,"115 Jalan Bukit Merah, #01-1627, Singapore 160115",103.8264693,1.2811564,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
11 AM–2 PM
5:30–9 PM
11 AM–2 PM
5:30–9 PM
11 AM–2 PM
5:30–9 PM
11 AM–2 PM
5:30–9 PM
Closed
11 AM–2 PM
5:30–9 PM
11 AM–2 PM
5:30–9 PM","Outdoor seating
Takeaway
Dine-in
Wheelchair-accessible car park
Wheelchair-accessible seating
Wheelchair-accessible toilet
Alcohol
Beer
Small plates
Brunch
Lunch
Dinner
Dessert
Seating
Toilets
Casual
Family friendly
Groups
Accepts reservations
Credit cards
Debit cards
NFC mobile payments
Credit cards
Good for kids
Paid parking lot
Paid street parking",+65 6275 7575
https://www.google.com/maps/place/Burma+Social/data=!4m7!3m6!1s0x31da19ce544077b3:0xe230d9b981de458d!8m2!3d1.2784477!4d103.8443169!16s%2Fg%2F11v3j0y7rv!19sChIJs3dAVM4Z2jERjUXegbnZMOI?authuser=0&hl=en&rclk=1,Burma Social,4.5,Pan-Asian,,"34 Tras St, Singapore 079026",103.8443169,1.2784476999999999,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
11:30 AM–2:30 PM
6 PM–12 AM
11:30 AM–2:30 PM
6 PM–12 AM
11:30 AM–2:30 PM
6 PM–12 AM
Closed
11:30 AM–2:30 PM
6 PM–12 AM
11:30 AM–2:30 PM
6 PM–12 AM
11:30 AM–2:30 PM
6 PM–12 AM","Outdoor seating
No-contact delivery
Delivery
Takeaway
Dine-in
Wheelchair-accessible car park
Alcohol
Beer
Cocktails
Coffee
Small plates
Spirits
Wine
Lunch
Dinner
Catering
Dessert
Seating
Bar on site
Toilets
Cosy
Groups
Reservations required
Accepts reservations
Credit cards
Paid street parking
Parking",+65 6016 9140
https://www.google.com/maps/place/Hoàng+Hâu+-+Vietnamese+Restaurant/data=!4m7!3m6!1s0x31da19d4dad00877:0x685b5afde53e8515!8m2!3d1.2777732!4d103.8303497!16s%2Fg%2F11m814xmwh!19sChIJdwjQ2tQZ2jERFYU-5f1aW2g?authuser=0&hl=en&rclk=1,Hoàng Hâu - Vietnamese Restaurant,4.6,Vietnamese,$,"146 01, 1090 Jalan Bukit Merah, Block 146, Singapore 160146",103.8303497,1.2777732,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
11 AM–2:30 PM
5:30–8 PM
11 AM–2:30 PM
5:30–8 PM
11 AM–2:30 PM
5:30–8 PM
11 AM–2:30 PM
5:30–8 PM
Closed
11 AM–2:30 PM
5:30–8 PM
11 AM–2:30 PM
5:30–8 PM","Outdoor seating
No-contact delivery
Delivery
Takeaway
Dine-in
Alcohol
Beer
Coffee
Small plates
Lunch
Dinner
Catering
Dessert
Seating
Toilets
Casual
Family friendly
Groups
Accepts reservations
Credit cards
Debit cards
Credit cards
Good for kids
High chairs
Paid parking lot
Parking",+65 8852 3687
https://www.google.com/maps/place/Bar-Roque+Grill/data=!4m7!3m6!1s0x31da196b5f0e9a29:0xca0b5215c859a84!8m2!3d1.275521!4d103.8436042!16s%2Fg%2F11bbwqg2rn!19sChIJKZoOX2sZ2jERhJqFXCG1oAw?authuser=0&hl=en&rclk=1,Bar-Roque Grill,4.6,French,$$$,"165 Tg Pagar Rd, #01-00, Singapore 088539",103.8436042,1.2755210000000001,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
12–2:30 PM
6–10:30 PM
12–2:30 PM
6–10:30 PM
12–2:30 PM
6–10:30 PM
12–2:30 PM
6–10:30 PM
12–2:30 PM
6–10:30 PM
12–2:30 PM
6–10:30 PM
12–2:30 PM
6–10:30 PM","Outdoor seating
Delivery
Takeaway
Dine-in
Wheelchair-accessible car park
Wheelchair-accessible entrance
Wheelchair-accessible seating
Alcohol
Beer
Cocktails
Coffee
Happy-hour drinks
Small plates
Spirits
Vegetarian options
Wine
Brunch
Lunch
Dinner
Catering
Dessert
Seating
Bar on site
Toilets
Wi-Fi
Wi-Fi
Casual
Cosy
Family friendly
Groups
Accepts reservations
Credit cards
Paid parking lot
Parking",+65 6444 9672
https://www.google.com/maps/place/MIZ+Japanese+Restaurant/data=!4m7!3m6!1s0x31da196d1e7a8e0b:0x5ff9d38036209dc8!8m2!3d1.2772129!4d103.8366514!16s%2Fg%2F11bc6pqsr7!19sChIJC456Hm0Z2jERyJ0gNoDT-V8?authuser=0&hl=en&rclk=1,MIZ Japanese Restaurant,4.6,Japanese,$$,"17 Kampong Bahru Rd, Singapore 169347",103.8366514,1.2772129,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
11:30 AM–2:30 PM
5:30–9:30 PM
11:30 AM–2:30 PM
5:30–9:30 PM
11:30 AM–2:30 PM
5:30–9:30 PM
11:30 AM–2:30 PM
5:30–9:30 PM
Closed
11:30 AM–2:30 PM
5:30–9:30 PM
11:30 AM–2:30 PM
5:30–9:30 PM","Identifies as women-owned
Delivery
Takeaway
Dine-in
Wheelchair-accessible seating
Wheelchair-accessible car park
Wheelchair-accessible entrance
Alcohol
Beer
Cocktails
Happy-hour drinks
Small plates
Spirits
Vegetarian options
Wine
Lunch
Dinner
Dessert
Seating
Gender-neutral toilets
Toilets
Wi-Fi
Wi-Fi
Casual
Cosy
Family friendly
Groups
LGBTQ+ friendly
Transgender safe space
Accepts reservations
Credit cards
NFC mobile payments",+65 6225 5761
https://www.google.com/maps/place/The+Corner+Grill/data=!4m7!3m6!1s0x31da195b2fdac6e5:0x79283f4aac588b2f!8m2!3d1.2815884!4d103.8453457!16s%2Fg%2F11jk57zz8h!19sChIJ5cbaL1sZ2jERL4tYrEo_KHk?authuser=0&hl=en&rclk=1,The Corner Grill,4.7,,,"1 Ann Siang Hill, Singapore 069784",103.8453457,1.2815884,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
12–2 PM
6–10 PM
12–2 PM
6–10 PM
12–2 PM
6–10 PM
12–5 PM
Closed
6–10 PM
12–2 PM
6–10 PM","Takeaway
Dine-in
Assistive hearing loop
Wheelchair-accessible car park
Wheelchair-accessible entrance
Wheelchair-accessible seating
Wheelchair-accessible toilet
Alcohol
Beer
Cocktails
Coffee
Wine
Breakfast
Lunch
Dinner
Dessert
Toilets
Casual
Groups
Reservations required
Accepts reservations
Credit cards
Debit cards
NFC mobile payments
Credit cards
Good for kids",+65 8756 1388
https://www.google.com/maps/place/Etna+Italian+Restaurant+%28Duxton%29/data=!4m7!3m6!1s0x31da196d15f30f55:0x29b988298918f79a!8m2!3d1.2783225!4d103.8433345!16s%2Fg%2F1tdd2sln!19sChIJVQ_zFW0Z2jERmvcYiSmIuSk?authuser=0&hl=en&rclk=1,Etna Italian Restaurant (Duxton),4.5,Italian,,"49/50 Duxton Rd, Singapore 089513",103.8433345,1.2783225,"Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
12–2:30 PM
6–10:30 PM
12–2:30 PM
6–10:30 PM
12–2:30 PM
6–10:30 PM
12–2:30 PM
6–10:30 PM
12–2:30 PM
6–10:30 PM
12–2:30 PM
6–10:30 PM
12–2:30 PM
6–10:30 PM","Outdoor seating
Kerbside pickup
No-contact delivery
Delivery
Takeaway
Dine-in
Wheelchair-accessible entrance
Wheelchair-accessible seating
Wheelchair-accessible car park
Alcohol
Beer
Cocktails
Coffee
Spirits
Vegetarian options
Wine
Brunch
Lunch
Dinner
Dessert
Seating
Toilets
Casual
Cosy
Family friendly
Groups
Reservations required
Accepts reservations
Credit cards
Debit cards
NFC mobile payments
Credit cards
Good for kids
High chairs
Paid parking lot",+65 6220 5513
